name,cloneof,description,year,manufacturer
ninjawu,ninjaw,"The Ninja Warriors (US, Romstar license)",1987,Taito Corporation America (licensed to Romstar)
ninjaw1,ninjaw,"The Ninja Warriors (World, earlier version)",1987,Taito Corporation Japan
ninjaw,,"The Ninja Warriors (World, later version)",1987,Taito Corporation Japan
outfxiesj,outfxies,"The Outfoxies (Japan, OU1)",1994,Namco
outfxiesja,outfxies,"The Outfoxies (Japan, OU1, alternate GFX ROMs)",1994,Namco
outfxiesa,outfxies,The Outfoxies (Korea?),1994,Namco
outfxies,,"The Outfoxies (World, OU2)",1994,Namco
percuss,,The Percussor,1981,Orca
thepitm,thepit,The Pit (bootleg on Moon Quasar hardware),198?,bootleg (KZH)
thepitj,thepit,The Pit (Japan),1982,Zilec Electronics (Taito license)
thepitu1,thepit,The Pit (US set 1),1982,Zilec Electronics (Centuri license)
thepitu2,thepit,The Pit (US set 2),1982,Zilec Electronics (Centuri license)
thepit,,The Pit,1982,Zilec Electronics
punisherh,punisher,The Punisher (930422 Hispanic),1993,Capcom
punisherj,punisher,The Punisher (930422 Japan),1993,Capcom
punisheru,punisher,The Punisher (930422 USA),1993,Capcom
punisher,,The Punisher (930422 World),1993,Capcom
punipic,punisher,"The Punisher (bootleg set 1 (with PIC16c57), 930422 etc)",1993,bootleg
punipic2,punisher,"The Punisher (bootleg set 2 (with PIC16c57), 930422 etc)",1993,bootleg
punipic3,punisher,"The Punisher (bootleg set 3 (with PIC16c57), 930422 etc)",1993,bootleg
punisherb,punisher,"The Punisher (bootleg, 930422 etc)",1993,bootleg
punisherly,punisher,"The Punisher (Flame Edition, Hack)",2018,Capcom
punisherhr,punisher,"The Punisher (Red Man Edition, Hack)",2018,Capcom
ghostb2a,ghostb,The Real Ghostbusters (US 2 Players),1987,Data East USA
ghostb,,"The Real Ghostbusters (US 2 Players, revision 2)",1987,Data East USA
ghostb3,ghostb,"The Real Ghostbusters (US 3 Players, revision 3B?)",1987,Data East USA
roishtar,,The Return of Ishtar,1986,Namco
simpsons2pa,simpsons,The Simpsons (2 Players Asia),1991,Konami
simpsons2pj,simpsons,The Simpsons (2 Players Japan),1991,Konami
simpsons2p,simpsons,"The Simpsons (2 Players World, set 1)",1991,Konami
simpsons2p2,simpsons,"The Simpsons (2 Players World, set 2)",1991,Konami
simpsons2p3,simpsons,"The Simpsons (2 Players World, set 3)",1991,Konami
simpsons4pa,simpsons,The Simpsons (4 Players Asia),1991,Konami
simpsons,,"The Simpsons (4 Players World, set 1)",1991,Konami
simpsons4pe,simpsons,"The Simpsons (4 Players World, set 2)",1991,Konami
srumbler,,The Speed Rumbler (set 1),1986,Capcom
srumbler2,srumbler,The Speed Rumbler (set 2),1986,Capcom
srumbler3,srumbler,The Speed Rumbler (set 3),1986,Capcom (Tecfri license)
superspy,,The Super Spy (NGM-011)(NGH-011),1990,SNK
3stooges,,The Three Stooges In Brides Is Brides (set 1),1984,Mylstar
3stoogesa,3stooges,The Three Stooges In Brides Is Brides (set 2),1984,Mylstar
tinstar,,"The Tin Star (A10, 4 PCB version)",1983,Taito Corporation
tinstara,tinstar,"The Tin Star (TS, 5 PCB version)",1983,Taito Corporation
thetogyu,bullfgt,"The Togyu (315-5065, Japan)",1984,Coreland / Sega
ctower,,The Tower (DECO Cassette) (Europe?),1981,Data East Corporation
todruaga,,The Tower of Druaga (New Ver.),1984,Namco
todruagao,todruaga,The Tower of Druaga (Old Ver.),1984,Namco
todruagas,todruaga,The Tower of Druaga (Sidam),1984,bootleg? (Sidam)
ssideki4,,The Ultimate 11 - The SNK Football Championship / Tokuten Ou - Honoo no Libero,1996,SNK
wintbob,snowbros,The Winter Bobble (bootleg),1990,bootleg
thief,,Thief,1981,Pacific Novelty
trally,,Thrash Rally (ALM-003)(ALH-003),1991,Alpha Denshi Co.
3wondersh,3wonders,"Three Wonders (bootleg set 1, wonder 3 910520 etc)",1991,Capcom
3wondersb,3wonders,"Three Wonders (bootleg set 2, wonder 3 910520 etc)",1991,Capcom
3wondersha,3wonders,"Three Wonders (bootleg set 3, wonder 3 910520 etc)",1991,Capcom
3wondersr1,3wonders,Three Wonders (wonder 3 910513 etc),1991,Capcom
3wonders,,Three Wonders (wonder 3 910520 etc),1991,Capcom
3wondersu,3wonders,Three Wonders (wonder 3 910520 USA),1991,Capcom
thunderl,,Thunder &amp; Lightning (set 1),1990,Seta
thunderla,thunderl,Thunder &amp; Lightning (set 2),1990,Seta
thndrbld1,thndrbld,"Thunder Blade (deluxe/standing, unprotected)",1987,Sega
thndrbldd,thndrbld,"Thunder Blade (upright, FD1094 317-0056 decrypted)",1987,Sega
thndrbld,,"Thunder Blade (upright, FD1094 317-0056)",1987,Sega
thndblst,lethalth,Thunder Blaster (Japan),1991,Irem
tceptor2,tceptor,Thunder Ceptor II,1986,Namco
tceptor,,Thunder Ceptor,1986,Namco
thunderxj,thunderx,Thunder Cross (Japan),1988,Konami
thunderx,,Thunder Cross (set 1),1988,Konami
thunderxa,thunderx,Thunder Cross (set 2),1988,Konami
thunderxb,thunderx,Thunder Cross (set 3),1988,Konami
thndrx2a,thndrx2,Thunder Cross II (Asia),1991,Konami
thndrx2j,thndrx2,Thunder Cross II (Japan),1991,Konami
thndrx2,,Thunder Cross II (World),1991,Konami
tdragon1,tdragon,"Thunder Dragon (4th Jun. 1991, protected)",1991,NMK (Tecmo license)
tdragon,,"Thunder Dragon (8th Jan. 1992, unprotected)",1991,NMK (Tecmo license)
tdragonb,tdragon,"Thunder Dragon (bootleg with Raiden sounds, encrypted)",1991,bootleg
tdragonb3,tdragon,"Thunder Dragon (bootleg with Raiden sounds, unencrypted)",1991,bootleg
tdragon2a,tdragon2,Thunder Dragon 2 (1st Oct. 1993),1993,NMK
tdragon2,,Thunder Dragon 2 (9th Nov. 1993),1993,NMK
tdragon3h,tdragon2,Thunder Dragon 3 (bootleg of Thunder Dragon 2),1996,bootleg (Conny Co Ltd.)
tfrceacb,tfrceac,Thunder Force AC (bootleg),1990,bootleg
tfrceacj,tfrceac,Thunder Force AC (Japan),1990,Technosoft / Sega
tfrceacjpb,tfrceac,"Thunder Force AC (Japan, prototype, bootleg)",1990,Technosoft / Sega
tfrceac,,Thunder Force AC,1990,Technosoft / Sega
thundfoxj,thundfox,Thunder Fox (Japan),1990,Taito Corporation
thundfoxu,thundfox,Thunder Fox (US),1990,Taito America Corporation
thundfox,,Thunder Fox (World),1990,Taito Corporation Japan
theroes,,Thunder Heroes,2001,Primetec Investments
thoop,,"Thunder Hoop (ver. 1, checksum 02a09f7d)",1992,Gaelco
thndzonej,thndzone,Thunder Zone (Japan),1991,Data East Corporation
thndzone4,thndzone,Thunder Zone (World 4 Players),1991,Data East Corporation
thndzonea,thndzone,Thunder Zone (World),1991,Data East Corporation
thndzone,,"Thunder Zone (World, Rev 1)",1991,Data East Corporation
tndrcade,,Thundercade / Twin Formation,1987,Seta (Taito license)
thunderja,thunderj,ThunderJaws (rev 2),1990,Atari Games
thunderj,,ThunderJaws (rev 3),1990,Atari Games
tigerhb1,tigerh,Tiger Heli (bootleg set 1),1985,bootleg
tigerhb2,tigerh,Tiger Heli (bootleg set 2),1985,bootleg
tigerhb3,tigerh,Tiger Heli (bootleg set 3),1985,bootleg
tigerhj,tigerh,Tiger Heli (Japan),1985,Toaplan / Taito
tigerh,,Tiger Heli (US),1985,Toaplan / Taito America Corp.
tigeroadb,tigeroad,"Tiger Road (US bootleg, set 1)",1987,bootleg
tigeroadb2,tigeroad,"Tiger Road (US bootleg, set 2)",1987,bootleg
tigeroad,,Tiger Road (US),1987,Capcom
tigeroadu,tigeroad,"Tiger Road (US, Romstar license)",1987,Capcom (Romstar license)
timber,,Timber,1984,Bally Midway
timefgtr,,Time Fighter (Time Pilot conversion on Galaxian hardware),198?,Taito do Brasil
timekill100,timekill,Time Killers (v1.00),1992,Strata/Incredible Technologies
timekill120,timekill,Time Killers (v1.20),1992,Strata/Incredible Technologies
timekill121,timekill,Time Killers (v1.21),1992,Strata/Incredible Technologies
timekill121a,timekill,"Time Killers (v1.21, alternate ROM board)",1992,Strata/Incredible Technologies
timekill131,timekill,Time Killers (v1.31),1992,Strata/Incredible Technologies
timekill,,Time Killers (v1.32),1992,Strata/Incredible Technologies
timekill132i,timekill,Time Killers (v1.32I),1992,Strata/Incredible Technologies
timelimt,,Time Limit,1983,Chuo Co. Ltd
tp84,,Time Pilot '84 (set 1),1984,Konami
tp84a,tp84,Time Pilot '84 (set 2),1984,Konami
tp84b,tp84,Time Pilot '84 (set 3),1984,Konami
timeplta,timeplt,Time Pilot (Atari),1982,Konami (Atari license)
timepltc,timeplt,Time Pilot (Centuri),1982,Konami (Centuri license)
timeplt,,Time Pilot,1982,Konami
timescan1,timescan,"Time Scanner (set 1, System 16A, FD1089B 317-0024)",1987,Sega
timescan,,"Time Scanner (set 2, System 16B)",1987,Sega
timesold1,timesold,Time Soldiers (US Rev 1),1987,Alpha Denshi Co. (SNK/Romstar license)
timesold,,Time Soldiers (US Rev 3),1987,Alpha Denshi Co. (SNK/Romstar license)
timetunl,,Time Tunnel,1982,Taito Corporation
timesupd,,Time's UP! (Demo),2012,NGF Dev. Inc.
timesup,,Time's UP!,2012,NGF Dev. Inc.
tinklpit,,Tinkle Pit (Japan),1993,Namco
tiptop,congo,Tip Top,1983,Sega
titanpac,puckman,Titan (Pac-Man hack),1981,hack
titlefj,titlef,Title Fight (Japan),1992,Sega
titlefu,titlef,Title Fight (US),1992,Sega
titlef,,Title Fight (World),1992,Sega
tokib,toki,Toki (bootleg),1989,bootleg (Datsu)
tokip,toki,"Toki (US, prototype?)",1989,TAD Corporation (Fabtek license)
tokiu,toki,"Toki (US, set 1)",1989,TAD Corporation (Fabtek license)
tokiua,toki,"Toki (US, set 2)",1989,TAD Corporation (Fabtek license)
toki,,"Toki (World, set 1)",1989,TAD Corporation
tokia,toki,"Toki (World, set 2)",1989,TAD Corporation
tokisens,,"Toki no Senshi - Chrono Soldier (MC-8123, 317-0040)",1987,Sega
tokisensa,tokisens,Toki no Senshi - Chrono Soldier (prototype),1987,Sega
tokiob,tokio,Tokio / Scramble Formation (bootleg),1986,bootleg
tokio,,Tokio / Scramble Formation (newer),1986,Taito Corporation
tokioo,tokio,Tokio / Scramble Formation (older),1986,Taito Corporation
tokiou,tokio,Tokio / Scramble Formation (US),1986,Taito America Corporation (Romstar license)
jackalj,jackal,"Tokushu Butai Jackal (Japan, 8-way Joystick)",1986,Konami
tndrcadej,tndrcade,Tokusyu Butai U.A.G. (Japan),1987,Seta (Taito license)
tomagic,,Tom Tom Magic,1997,Hobbitron T.K.Trading Co. Ltd.
toobin2e,toobin,"Toobin' (Europe, rev 2)",1988,Atari Games
toobine,toobin,"Toobin' (Europe, rev 3)",1988,Atari Games
toobing,toobin,"Toobin' (German, rev 3)",1988,Atari Games
toobin1,toobin,Toobin' (rev 1),1988,Atari Games
toobin2,toobin,Toobin' (rev 2),1988,Atari Games
toobin,,Toobin' (rev 3),1988,Atari Games
topgunbl,jackal,"Top Gunner (bootleg, Rotary Joystick)",1986,bootleg
topgunr,jackal,"Top Gunner (US, 8-way Joystick)",1986,Konami
tophuntrh,tophuntr,Top Hunter - Roddy &amp; Cathy (NGH-046),1994,SNK
tophuntr,,Top Hunter - Roddy &amp; Cathy (NGM-046),1994,SNK
tpgolf,,Top Player's Golf (NGM-003)(NGH-003),1990,SNK
drivfrct,drivfrcp,Top Racer (bootleg of Driving Force),1985,bootleg (EMT Germany)
trstarj,trstar,Top Ranking Stars (Ver 2.1J 1993/05/21) (New Version),1993,Taito Corporation
trstaroj,trstar,Top Ranking Stars (Ver 2.1J 1993/05/21) (Old Version),1993,Taito Corporation
trstar,,Top Ranking Stars (Ver 2.1O 1993/05/21) (New Version),1993,Taito Corporation Japan
trstaro,trstar,Top Ranking Stars (Ver 2.1O 1993/05/21) (Old Version),1993,Taito Corporation Japan
topsecrt,bionicc,"Top Secret (Japan, old revision)",1987,Capcom
topsecrt2,bionicc,"Top Secret (Japan, revision B)",1987,Capcom
topshoot,,Top Shooter,1993,Sun Mixing
topspeedu,topspeed,Top Speed (US),1987,Taito America Corporation (Romstar license)
topspeed,,Top Speed (World),1987,Taito Corporation Japan
toppyrap,,Toppy &amp; Rappy,1996,SemiCom
toramich,tigeroad,Tora e no Michi (Japan),1987,Capcom
toride2j,toride2g,Toride II (Japan),1994,Metro
toride2gg,toride2g,Toride II Adauchi Gaiden (German),1994,Metro
toride2g,,Toride II Adauchi Gaiden,1994,Metro
toride2gk,toride2g,Toride II Bok Su Oi Jeon Adauchi Gaiden (Korea),1994,Metro
ctornado,,Tornado (DECO Cassette) (US),1982,Data East Corporation
tornado1,defender,"Tornado (set 1, Defender bootleg)",1980,bootleg (Jeutel)
toryumon,,Toryumon,1994,Sega / Westone
totcarnp1,totcarn,"Total Carnage (prototype, proto v 1.0 01/25/92)",1992,Midway
totcarnp2,totcarn,"Total Carnage (prototype, proto v 2.0 02/10/92)",1992,Midway
totcarn,,Total Carnage (rev LA1 03/10/92),1992,Midway
touchgoe,touchgo,Touch and Go (earlier revision),1995,Gaelco
touchgok,touchgo,"Touch and Go (Korea, unprotected)",1995,Gaelco
touchgon,touchgo,Touch and Go (Non North America),1995,Gaelco
touchgo,,Touch and Go (World),1995,Gaelco
tdfeverj,tdfever,TouchDown Fever (Japan),1987,SNK
tdfever,,TouchDown Fever (US),1987,SNK
tdfever2b,tdfever,TouchDown Fever 2 (bootleg),1988,SNK
tdfever2,tdfever,TouchDown Fever 2,1988,SNK
tturfu,tturf,"Tough Turf (set 1, US, 8751 317-0099)",1989,Sega / Sunsoft
tturf,,"Tough Turf (set 2, Japan, 8751 317-0104)",1989,Sega / Sunsoft
tkdenshoa,tkdensho,Toukidenshou - Angel Eyes (VER. 960427),1996,Tecmo
tkdensho,,Toukidenshou - Angel Eyes (VER. 960614),1996,Tecmo
arkatour2,arkatour,"Tournament Arkanoid (US, newer)",1987,Taito America Corporation (Romstar license)
arkatour,,"Tournament Arkanoid (US, older)",1987,Taito America Corporation (Romstar license)
cprogolfj,cprogolf,Tournament Pro Golf (DECO Cassette) (Japan),1981,Data East Corporation
cprogolf,,Tournament Pro Golf (DECO Cassette) (US),1981,Data East Corporation
karatblzj,karatblz,"Toushin Blazers (Japan, Tecmo license)",1991,Video System Co. (Tecmo license)
toyland,,Toy Land Adventure,2001,SemiCom
toypop,,Toypop,1986,Namco
trackfldc,trackfld,Track &amp; Field (Centuri),1983,Konami (Centuri license)
trackfldnz,trackfld,Track &amp; Field (NZ bootleg?),1982,bootleg? (Goldberg Enterprizes Inc.)
trackfld,,Track &amp; Field,1983,Konami
transfrm,,Transformer,1986,Sega
travrusab,travrusa,Traverse USA (bootleg),1983,bootleg (I.P.)
travrusa,,Traverse USA / Zippy Race,1983,Irem
treahunt,jack,Treasure Hunt,1982,Hara Industries
ctisland3,ctisland,Treasure Island (DECO Cassette) (Europe?),1981,Data East Corporation
ctisland,,Treasure Island (DECO Cassette) (US) (set 1),1981,Data East Corporation
ctisland2,ctisland,Treasure Island (DECO Cassette) (US) (set 2),1981,Data East Corporation
totc,,Treasure of the Caribbean,2011,FACE Corporation / N.C.I - Le Cortex
tripool,,Tri-Pool (Casino Tech),1981,Noma (Casino Tech license)
tripoola,tripool,Tri-Pool (Costal Games),1981,Noma (Costal Games license)
tricktrp,,Trick Trap (World?),1987,Konami
trckydoc,,Tricky Doc (set 1),1987,Tecfri
trckydoca,trckydoc,Tricky Doc (set 2),1987,Tecfri
trigon,lgtnfght,Trigon (Japan),1990,Konami
trikitri,loverboy,Triki Triki (Lover Boy bootleg),1993,bootleg (DDT Enterprise Inc)
triothepj,triothep,Trio The Punch - Never Forget Me... (Japan),1989,Data East Corporation
triothep,,Trio The Punch - Never Forget Me... (World),1989,Data East Corporation
tdpgal,,Triple Draw Poker,1983,Design Labs / Thomas Automatics
triplfun,oisipuzl,Triple Fun,1993,bootleg
triplep,,Triple Punch (set 1),1982,KKI
triplepa,triplep,Triple Punch (set 2),1982,KKK
trvgns,trvmstr,Trivia Genius,1985,bootleg
trvmstr,,Trivia Master (set 1),1985,Enerdyne Technologies Inc.
trvmstra,trvmstr,Trivia Master (set 2),1985,Enerdyne Technologies Inc.
trvmstrb,trvmstr,Trivia Master (set 3),1985,Enerdyne Technologies Inc.
trvmstrc,trvmstr,Trivia Master (set 4),1985,Enerdyne Technologies Inc.
trogpa4,trog,"Trog (prototype, rev 4.00 7/27/90)",1990,Midway
trogpa5,trog,"Trog (prototype, rev PA5-PAC 8/28/90)",1990,Midway
trogpa6,trog,"Trog (prototype, rev PA6-PAC 9/09/90)",1990,Midway
trog3a,trog,Trog (rev LA3 2/10/91),1990,Midway
trog3,trog,Trog (rev LA3 2/14/91),1990,Midway
trog4,trog,Trog (rev LA4 3/11/91),1990,Midway
trog,,Trog (rev LA5 3/29/91),1990,Midway
trojanb,trojan,Trojan (bootleg),1986,bootleg
trojanr,trojan,Trojan (Romstar),1986,Capcom (Romstar license)
trojan,,Trojan (US set 1),1986,Capcom
trojana,trojan,Trojan (US set 2),1986,Capcom
tron5,tron,Tron (5/12),1982,Bally Midway
tron4,tron,Tron (6/15),1982,Bally Midway
tron3,tron,Tron (6/17),1982,Bally Midway
tron2,tron,Tron (6/25),1982,Bally Midway
tron,,Tron (8/9),1982,Bally Midway
tronger,tron,Tron (Germany),1982,Bally Midway
trophyh,,Trophy Hunting - Bear &amp; Moose V1.00,2002,Sammy USA Corporation
troangel,,Tropical Angel,1983,Irem
truxton,,Truxton / Tatsujin,1988,Toaplan / Taito Corporation
truxton2,,Truxton II,1992,Toaplan
tubepb,tubep,Tube Panic (bootleg),1984,bootleg
tubep,,Tube Panic,1984,Nichibutsu / Fujitek
tubeit,cachat,Tube-It,1993,bootleg
tumbleb,tumblep,Tumble Pop (bootleg set 1),1991,Data East Corporation
tumbleb2,tumblep,Tumble Pop (bootleg set 2),1991,Data East Corporation
tumblepj,tumblep,Tumble Pop (Japan),1991,Data East Corporation
tumblep,,Tumble Pop (World),1991,Data East Corporation
turboa,turbo,"Turbo (encrypted, program 1262-1264)",1981,Sega
turbod,turbo,"Turbo (encrypted, program 1363-1365 rev A)",1981,Sega
turboc,turbo,"Turbo (encrypted, program 1363-1365 rev B)",1981,Sega
turbob,turbo,"Turbo (encrypted, program 1363-1365 rev C)",1981,Sega
turboe,turbo,"Turbo (encrypted, program 1363-1365)",1981,Sega
turbo,,Turbo (program 1513-1515),1981,Sega
turbofrcu,turbofrc,Turbo Force (US),1991,Video System Co.
turbofrc,,"Turbo Force (World, set 1)",1991,Video System Co.
turbofrco,turbofrc,"Turbo Force (World, set 2)",1991,Video System Co.
toutrun3d,toutrun,"Turbo Out Run (cockpit, FD1094 317-0107 decrypted)",1989,Sega
toutrun3,toutrun,"Turbo Out Run (cockpit, FD1094 317-0107)",1989,Sega
toutrun1,toutrun,"Turbo Out Run (deluxe cockpit, FD1094 317-0109)",1989,Sega
toutrunj1d,toutrun,"Turbo Out Run (Japan, deluxe cockpit, FD1094 317-0101 decrypted)",1989,Sega
toutrunj1,toutrun,"Turbo Out Run (Japan, deluxe cockpit, FD1094 317-0101)",1989,Sega
toutrunjd,toutrun,"Turbo Out Run (Japan, Out Run upgrade, FD1094 317-0117 decrypted)",1989,Sega
toutrunj,toutrun,"Turbo Out Run (Japan, Out Run upgrade, FD1094 317-0117)",1989,Sega
toutrund,toutrun,"Turbo Out Run (Out Run upgrade, FD1094 317-0118 decrypted)",1989,Sega
toutrun,,"Turbo Out Run (Out Run upgrade, FD1094 317-0118)",1989,Sega
turkhunt,,Turkey Hunting USA V1.00,2001,Sammy USA Corporation
turpins,turtles,Turpin (bootleg on Scramble hardware),1981,bootleg
turpin,turtles,Turpin,1981,Konami (Sega license)
turtshipj,turtship,Turtle Ship (Japan),1988,Philko (Pacific Games license)
turtshipk,turtship,Turtle Ship (Korea),1988,Philko
turtshipkn,turtship,"Turtle Ship (Korea, 88/9)",1988,Philko
turtshipko,turtship,"Turtle Ship (Korea, older)",1988,Philko
turtship,,Turtle Ship (North America),1988,Philko (Sharp Image license)
turtles,,Turtles,1981,Konami (Stern license)
tutankhms,tutankhm,Tutankham (Stern Electronics),1982,Konami (Stern Electronics license)
tutankhm,,Tutankham,1982,Konami
twinactn,,Twin Action,1995,Afega
twinadvk,twinadv,Twin Adventure (Korea),1995,Barko Corp
twinadv,,Twin Adventure (World),1995,Barko Corp
twinbrat,,Twin Brats (set 1),1995,Elettronica Video-Games S.R.L.
twinbrata,twinbrat,Twin Brats (set 2),1995,Elettronica Video-Games S.R.L.
twinbratb,twinbrat,Twin Brats (set 3),1995,Elettronica Video-Games S.R.L.
twincobru,twincobr,Twin Cobra (US),1987,Toaplan / Taito America Corporation (Romstar license)
twincobr,,Twin Cobra (World),1987,Toaplan / Taito Corporation
tcobra2u,tcobra2,Twin Cobra II (Ver 2.1A 1995/11/30),1995,Taito America Corporation
tcobra2,,Twin Cobra II (Ver 2.1O 1995/11/30),1995,Taito Corporation Japan
twineagl,,Twin Eagle - Revenge Joe's Brother,1988,Seta (Taito license)
twineag2,,Twin Eagle II - The Rescue Mission,1994,Seta
twinfalc,,Twin Falcons,1989,Philko (Poara Enterprises license)
twinhawku,twinhawk,Twin Hawk (US),1989,Taito America Corporation
twinhawk,,Twin Hawk (World),1989,Taito Corporation Japan
twinqix,,Twin Qix (Ver 1.0A 1995/01/17) (Prototype),1995,Taito America Corporation
twinsqua,,Twin Squash,1991,Sega
twinbeeb,twinbee,TwinBee (Bubble System),1985,Konami
twinbee,,TwinBee (ROM version),1985,Konami
twinkle,,Twinkle (set 1),1997,SemiCom
twinklea,twinkle,Twinkle (set 2),1997,SemiCom
twinspri,,Twinkle Star Sprites,1996,ADK
mtwinsb,mtwins,Twins (bootleg of Mega Twins),1993,David Inc. (bootleg)
twocrude,cbuster,Two Crude (US FT revision 1),1990,Data East USA
twocrudea,cbuster,Two Crude (US FT version),1990,Data East USA
twotiger,,Two Tigers (dedicated),1984,Bally Midway
tylz,,Tylz (prototype),1982,Mylstar
typhoon,ajax,Typhoon,1987,Konami
earthjkrp,earthjkr,"U.N. Defense Force: Earth Joker (Japan, prototype?)",1993,Visco
earthjkr,,"U.N. Defense Force: Earth Joker (US / Japan, set 1)",1993,Visco
earthjkra,earthjkr,"U.N. Defense Force: Earth Joker (US / Japan, set 2)",1993,Visco
earthjkrb,earthjkr,"U.N. Defense Force: Earth Joker (US / Japan, set 3)",1993,Visco
unsquad,,U.N. Squadron (US),1989,Daipro / Capcom
vball2pjb,vball,U.S. Championship V'ball (bootleg of Japan set),1988,bootleg
